shape_pt_lat,shape_pt_lon,shape_pt_sequence,line,shape_id,global_seq
3.168073,101.693286,120,LRT Sri Petaling,103075-shp_PH_0,20120
3.168763,101.693513,121,LRT Sri Petaling,103075-shp_PH_0,20121
3.169827,101.694416,122,LRT Sri Petaling,103075-shp_PH_0,20122
3.170848,101.695182,123,LRT Sri Petaling,103075-shp_PH_0,20123
3.171733,101.695441,124,LRT Sri Petaling,103075-shp_PH_0,20124
3.173987,101.695246,125,LRT Sri Petaling,103075-shp_PH_0,20125
3.17566,101.695426,126,LRT Sri Petaling,103075-shp_PH_0,20126
3.17686,101.695921,127,LRT Sri Petaling,103075-shp_PH_0,20127
3.179183,101.695376,128,LRT Sri Petaling,103075-shp_PH_0,20128
3.181569,101.69455,129,LRT Sri Petaling,103075-shp_PH_0,20129
3.182352,101.694553,130,LRT Sri Petaling,103075-shp_PH_0,20130
3.184515,101.695524,131,LRT Sri Petaling,103075-shp_PH_0,20131
3.1704,101.5687,0,MRT Kajang,mrt_kgl,40000
3.1621,101.5746,1,MRT Kajang,mrt_kgl,40001
3.1594,101.586,2,MRT Kajang,mrt_kgl,40002
3.1575,101.6058,3,MRT Kajang,mrt_kgl,40003
3.1555,101.6138,4,MRT Kajang,mrt_kgl,40004
3.149,101.6178,5,MRT Kajang,mrt_kgl,40005
3.1427,101.6308,6,MRT Kajang,mrt_kgl,40006
3.1365,101.6421,7,MRT Kajang,mrt_kgl,40007
3.1559,101.6688,8,MRT Kajang,mrt_kgl,40008
3.1436,101.6864,9,MRT Kajang,mrt_kgl,40009
3.1431,101.6962,10,MRT Kajang,mrt_kgl,40010
3.1475,101.701,11,MRT Kajang,mrt_kgl,40011
3.1477,101.7107,12,MRT Kajang,mrt_kgl,40012
3.1409,101.72,13,MRT Kajang,mrt_kgl,40013
3.1254,101.7264,14,MRT Kajang,mrt_kgl,40014
3.1157,101.7299,15,MRT Kajang,mrt_kgl,40015
3.1098,101.7406,16,MRT Kajang,mrt_kgl,40016
3.1009,101.7467,17,MRT Kajang,mrt_kgl,40017
3.0938,101.7487,18,MRT Kajang,mrt_kgl,40018
3.0855,101.7521,19,MRT Kajang,mrt_kgl,40019
3.0668,101.7562,20,MRT Kajang,mrt_kgl,40020
3.0426,101.7659,21,MRT Kajang,mrt_kgl,40021
2.9929,101.79,22,MRT Kajang,mrt_kgl,40022
